City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
552,Gunjur,GM,75.27,moderate rain,13.2019,-16.7339,Jallo Kurundingoto Eco Tourist Camp
553,Cabedelo,BR,72.27,overcast clouds,-6.9811,-34.8339,Pousada Camboinha
555,Kutahya,TR,64.65,few clouds,39.4242,29.9833,Grand Çınar Hotel
556,Yanam,IN,87.82,overcast clouds,16.7333,82.2167,The Regency Hotel
558,Silver City,US,66.16,overcast clouds,32.7701,-108.2803,Copper Manor Motel
559,Evanston,US,66.2,few clouds,42.0411,-87.6901,Hilton Garden Inn Chicago North Shore/Evanston
561,Vaitape,PF,78.49,clear sky,-16.5167,-151.75,Conrad Bora Bora Nui
562,Jumla,NP,69.28,broken clouds,29.2747,82.1838,Royal Garden Hotel
563,Guatire,VE,78.69,scattered clouds,10.4762,-66.5427,Parque Residencial Canaima I
564,Kavaratti,IN,81.3,overcast clouds,10.5669,72.642,Green leaf
566,Lata,PT,65.07,few clouds,40.1629,-8.3327,Casa Maquia
567,Kangaba,ML,72.07,light rain,11.9333,-8.4167,CAF (case de l´amitié et de la fraternité)
568,Hervey Bay,AU,74.01,clear sky,-25.2986,152.8535,Shelly Bay Resort
570,Hohhot,CN,68.29,few clouds,40.8106,111.6522,Sheraton Hohhot Hotel
571,Isla Mujeres,MX,75.25,few clouds,21.2311,-86.731,Hotel La Joya Isla Mujeres
572,San Quintin,MX,68.13,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
574,Namatanai,PG,81.99,light rain,-3.6667,152.4333,Seagulls Inn Namatani
577,Alta Floresta,BR,71.33,broken clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
578,Bubaque,GW,81.03,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
579,Hatta,IN,87.06,broken clouds,24.1167,79.6,Agrawal Marriage Garden Bharat Tent House
580,Huarmey,PE,61.05,broken clouds,-10.0681,-78.1522,Hotel Miramar
581,Nha Trang,VN,89.6,scattered clouds,12.25,109.1833,Hanoi Golden Hotel
583,Tuy Hoa,VN,85.57,broken clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
584,Jashpurnagar,IN,78.22,overcast clouds,22.9,84.15,Sagar Restaurant
585,Kedougou,SN,75.78,scattered clouds,12.5579,-12.1743,Relais de Kédougou
587,Chitipa,MW,77.45,clear sky,-9.7024,33.2697,Tulipoka Lodges
595,Jabinyanah,TN,84.0,scattered clouds,35.035,10.9081,maison belmabrouk
600,Nagato,JP,68.9,clear sky,34.3833,131.2,いそう庵
602,Nyrob,RU,63.14,overcast clouds,60.733,56.7202,Gostinitsa
604,Forecariah,GN,72.41,few clouds,9.4306,-13.0881,"Motel "" La Maison Blanche"""
606,Serebryansk,KZ,74.25,clear sky,49.6925,83.2892,"Gostinitsa ""Vodoley"""
608,Brentwood,US,71.76,clear sky,40.7812,-73.2462,"Holiday Inn Express Hauppauge-Long Island, an IHG Hotel"
609,Asmara,ER,69.98,overcast clouds,15.3333,38.9333,Hamasien Hotel
610,Southwick,US,65.77,broken clouds,42.0548,-72.7704,Sodom Mountain Campground
612,Port Macquarie,AU,63.9,few clouds,-31.4333,152.9167,Rydges Port Macquarie
613,Santa Cruz,BO,72.86,thunderstorm with light rain,-17.8,-63.1667,Aviador Hotel Boutique
615,Arinos,BR,73.22,overcast clouds,-15.9169,-46.1056,casa do bruno
616,Ban Chang,TH,87.39,heavy intensity rain,12.7254,101.0553,Grand Garden Hotel
617,Fier,AL,70.02,clear sky,40.7239,19.5561,Hotel Fieri
618,Karatau,KZ,78.69,clear sky,43.1667,70.4667,Baza Zika
619,Sayyan,YE,71.65,broken clouds,15.1718,44.3244,متنزه و بحيرة سيان
620,Balkanabat,TM,89.92,clear sky,39.5108,54.3671,Nebitchi Hotel
622,Tefe,BR,72.84,clear sky,-3.3542,-64.7114,Aracati Hotel
623,Sao Felix Do Xingu,BR,71.78,clear sky,-6.6447,-51.995,Rio Xingu Camping
625,Gigmoto,PH,85.3,light rain,13.7796,124.39,Cj's Travellers Inn
629,Banda Aceh,ID,85.95,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
631,Oeiras Do Para,BR,73.08,broken clouds,-2.0031,-49.8544,Araticu Soft Hotel
632,Conde,BR,71.06,scattered clouds,-7.2597,-34.9075,Pousada Beija Flor
633,Pyapon,MM,86.0,overcast clouds,16.2833,95.6833,Aung Naing Thu Motel
634,Sulphur,US,76.98,clear sky,30.2366,-93.3774,Fairfield Inn & Suites by Marriott Lake Charles Sulphur
635,Port Hedland,AU,89.65,clear sky,-20.3167,118.5667,The Esplanade Hotel
637,Glendive,US,66.49,light rain,47.1053,-104.7125,Super 8 by Wyndham Glendive
641,Messina,IT,77.45,few clouds,38.1933,15.5497,Hotel Touring
642,Manicore,BR,73.35,clear sky,-5.8092,-61.3003,Hotel Durval
643,Bang Saphan,TH,80.31,light rain,11.2126,99.5117,Ladawan Boutique Hotel
644,Pitimbu,BR,72.19,overcast clouds,-7.4706,-34.8086,Reserva do Abiaí
645,Rize,TR,61.11,few clouds,40.9044,40.8949,Zilkale Otel
646,Baripada,IN,87.71,overcast clouds,21.935,86.7214,Aparna Hotel
647,Patuli,IN,89.1,broken clouds,23.55,88.25,Mahanta hotel
648,Ximei,CN,87.33,scattered clouds,24.9639,118.3794,Nan'an Hotel
650,Moree,AU,69.91,overcast clouds,-29.4667,149.85,Molika Springs Motel
651,Zhanaozen,KZ,80.8,clear sky,43.3,52.8,K.korabay 28A
652,Zinder,NE,78.76,clear sky,13.8072,8.9881,Hotel de Ville
653,Joshimath,IN,75.88,broken clouds,30.5667,79.5667,Shivalik Camps & Resort
655,Los Llanos De Aridane,ES,66.13,few clouds,28.6585,-17.9182,Valle Aridane
657,Carutapera,BR,77.72,broken clouds,-1.195,-46.02,Lidera
658,Tukrah,LY,81.95,clear sky,32.5341,20.5791,Lagrota restaurant
659,Gidam,IN,73.65,moderate rain,18.9833,81.4,Dhanshree Lodge And DormItory
660,Antequera,ES,67.77,clear sky,37.0194,-4.5612,Convento de la Magdalena
661,Qui Nhon,VN,83.77,overcast clouds,13.7667,109.2333,Seagull Hotel
662,Sampit,ID,78.15,light rain,-2.5333,112.95,Aquarius Boutique Hotel Sampit
666,Hualmay,PE,60.33,broken clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
667,Puerto Escondido,MX,76.03,scattered clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
669,Coxim,BR,79.03,overcast clouds,-18.5067,-54.76,Rancho Da Curica
671,Phalaborwa,ZA,69.08,overcast clouds,-23.943,31.1411,Bothabelo Bed and Breakfast
672,Gat,IL,81.28,few clouds,31.61,34.7642,OlusHome
675,Brewster,US,66.27,clear sky,41.3973,-73.6171,Heidi's Inn
677,Ugoofaaru,MV,80.47,light rain,5.6667,73.0,Ungoofaaru Inn
678,Yabrud,SY,73.29,clear sky,33.9674,36.6574,صالة افراح الاندلس
680,Misratah,LY,86.41,clear sky,32.3754,15.0925,Almasa Hotel
682,Vao,NC,74.03,clear sky,-22.6667,167.4833,Hotel Kou-Bugny
683,Marantao,PH,78.06,moderate rain,7.95,124.2333,Kadi asnifah property
684,Rosita,NI,73.6,overcast clouds,13.9268,-84.4032,Hospedaje Zeledón
686,Likhoy,RU,63.57,broken clouds,48.1266,40.2056,Dom Otdykha Lokomotivnykh Brigad
687,Pundaguitan,PH,84.83,overcast clouds,6.3711,126.1689,Leonardo Family Beach House 1
689,Gwadar,PK,82.78,broken clouds,25.1216,62.3254,Sadaf Resort
690,Lebanon,US,75.2,broken clouds,36.2081,-86.2911,Hampton Inn & Suites Lebanon
691,Rabo De Peixe,PT,70.29,few clouds,37.8,-25.5833,Quinta das Giestas
693,Balsas,BR,78.01,scattered clouds,-7.5325,-46.0356,Novo Hotel
695,Kawalu,ID,78.93,overcast clouds,-7.3817,108.2082,West Jontor
696,Caluquembe,AO,69.31,clear sky,-13.7833,14.6833,Hotel Kalukembe
697,Jiayuguan,CN,73.54,clear sky,39.8167,98.3,Jiugang Hotel - Jiayuguan
698,Souillac,MU,75.58,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
700,Richards Bay,ZA,61.45,light rain,-28.783,32.0377,BON Hotel Waterfront Richards Bay
704,Lingao,CN,87.93,broken clouds,19.9103,109.6859,Lingao Ditai Inn
705,Arlit,NE,88.02,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
707,Sergeyevka,KZ,78.57,few clouds,53.88,67.4158,Amina
