City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
326,Crotone,IT,39.0851,17.1178,73.35,56,0,12.66,clear sky
327,Port Lincoln,AU,-34.7333,135.8667,56.7,90,100,9.42,light rain
328,Itarema,BR,-2.9248,-39.9167,77.18,82,17,16.93,few clouds
329,Pangnirtung,CA,66.1451,-65.7125,35.74,87,82,9.64,broken clouds
330,Gallup,US,35.5281,-108.7426,57.04,67,0,0.0,clear sky
331,Hambantota,LK,6.1241,81.1185,87.21,64,100,22.19,overcast clouds
332,Urumqi,CN,43.801,87.6005,76.15,14,0,6.71,clear sky
333,Esterhazy,CA,50.65,-102.0843,54.45,92,0,14.5,clear sky
334,Narsaq,GL,60.9167,-46.05,39.42,75,12,3.96,few clouds
335,Kattivakkam,IN,13.2167,80.3167,89.69,51,100,2.62,overcast clouds
336,Ibra,OM,22.6906,58.5334,92.68,34,0,1.95,clear sky
337,Igarka,RU,67.4667,86.5833,39.97,47,3,17.58,clear sky
338,Sillod,IN,20.3,75.65,80.17,72,72,15.01,broken clouds
339,Nago,JP,26.5881,127.9761,84.63,76,97,15.75,overcast clouds
340,Linjiang,CN,41.8069,126.9078,59.79,31,0,6.29,clear sky
341,Santa Rosa,PH,14.3122,121.1114,82.38,85,99,12.39,light rain
342,Kashi,CN,39.4547,75.9797,78.01,31,20,4.47,few clouds
343,Beloha,MG,-25.1667,45.05,85.41,30,0,6.53,clear sky
344,Minot,US,48.2325,-101.2963,70.02,43,75,10.36,broken clouds
